Date,Auto,Energy,FMCG,Infra,IT,Media,Metal,Pharma,Realty,Banking
2025-06-02,75.26956619531356,70.83172169549816,38.13125903122751,64.17281451254027,87.71860070860937,84.10678471065576,60.80432914845569,45.41969434957351,80.06922357555959,64.81481127400531
2025-06-03,69.06118400684302,59.56683193176604,43.13422811586995,57.0633499065385,81.58443282672215,84.35286252882517,55.4083777755455,41.76261426670215,79.20600425715595,57.67775735502171
2025-06-04,68.90141190291497,62.81531142167645,34.30032592085996,64.24300214769276,84.04656968663568,84.5949890276976,56.873642193399775,40.78484294368246,73.62651862922397,56.17033286717709
2025-06-05,60.30289402537298,61.51615034787902,32.89769341006006,64.18656180265117,74.40167589854521,84.5739489940184,56.648950190797606,40.59670055193278,76.1227817105517,58.83959872038641
2025-06-06,65.09307789823123,61.511092058831565,37.5854397337208,66.39969167246747,75.11534447558503,79.721373702524,61.10396261799175,35.05789686043924,88.55067445671597,64.12752780095677
2025-06-09,71.5764785592805,72.8949514710856,40.68564216804127,77.44702002036166,75.12771899933783,89.01425792401542,69.12153434258256,46.93551270978432,93.72535263159169,67.99965519413746
2025-06-10,67.04925598468665,69.72808723129879,43.79136075106892,68.57731695484941,81.76825186587318,91.62674266098371,67.44244222609039,43.33520530735284,89.24886131401453,63.11317085792808
2025-06-11,68.27595307714432,71.89469351920704,41.40910249744182,69.5854889110492,82.24640815302078,93.64889583161897,69.84324550877731,50.7492087973551,89.37940156405264,61.399469584720535
2025-06-12,62.97175497326501,67.61131427828222,36.45327485527432,61.683495810227605,80.8337802414128,98.64934655053376,66.10558566975274,48.80903465677828,80.79444529362404,62.085530937014845
2025-06-13,62.87814437143231,67.45887564824399,33.223563026657416,58.236169452913714,81.02186351960084,98.56332507272612,65.80508701196777,50.82117690592328,81.92453449679957,58.78580881771062
2025-06-16,56.25262240797596,64.87743584754568,28.965702443439035,56.52398356569839,84.08713476929213,97.98036946927694,65.79657506533164,48.599336640377935,82.82983278136751,62.41602837526903
2025-06-17,53.49073762227818,71.61638191454743,27.85362450611929,58.73121336999543,86.84911038681825,100.0,63.8737334080072,44.67769739867479,88.64222594501796,65.30540965902303
2025-06-18,49.054924015097626,67.65266776350336,27.708521486656807,57.98735081972873,84.72820023150669,93.51926042534518,59.40250099686344,45.78678849578584,84.73322112119796,64.49609957176698
2025-06-19,56.974035608783765,68.33768142122523,30.36664813594,60.53737448873865,81.02759732344418,87.08157454991256,60.85750593514084,48.33380864065694,85.65840871600975,62.90319529826254
2025-06-20,58.859509051649454,71.47226537109582,34.386047443136384,70.35994051504352,82.51322510834169,83.51202471423386,62.603667611464566,50.24124863655849,94.26950261020754,69.59958602305014
2025-06-23,48.52980175367057,60.713221293171394,24.44965214307708,56.6399077491736,65.32005925757946,90.89806162082256,50.32112246253777,53.99122011571558,85.21961338437393,62.149009953026415
2025-06-24,52.186363045069314,62.31144343380151,30.37082945967045,61.72741053338604,70.11632454785601,82.16604129213493,54.51814581886928,48.093338849752165,85.99567441234699,65.74774702552611
2025-06-25,52.6065822183114,57.901319043547915,33.78560306400252,63.40822225802951,71.17198469680308,84.41613318132656,48.590749019552625,48.762644546489106,84.24039744080797,67.33913147462293
2025-06-26,48.722293716296626,58.85416139389624,36.08975276140992,65.87775070692871,68.69004795425148,77.81738682672898,51.37573611745909,46.61826943030938,79.06815021775684,68.79040928248672
2025-06-27,46.77196608219007,59.01964177343968,31.96180645039272,71.17935786832368,69.32963826979517,75.1236191826281,52.27346441610814,49.14069038779395,72.6130960665221,69.67045891148554
2025-06-30,43.48196491492907,59.195715166504925,31.309885447508034,70.56243454199371,73.69218554014626,77.81400709711917,50.48806344060449,49.02861354874188,66.23554272198098,68.60793313105066
2025-07-01,49.257903822125066,59.98429948663291,32.459612590293844,76.87895999614346,73.39270558224491,77.39514348323013,52.803350299023364,54.469087932163205,67.68326129528323,71.84129041591312
2025-07-02,48.959997098895215,57.10347650702383,31.51502924674442,74.54436952875916,72.77708812336073,76.02871927897726,56.0996487827323,51.086667072268774,61.44535949479904,68.3494254495946
2025-07-03,53.517831909024935,59.724874861458765,38.89901997338533,75.01712162346233,75.07247186779824,76.77384474947846,54.04799238704591,56.45452400175318,60.35672962499814,66.88101945962497
